Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Income Less than 20K (percent),Income 20K to 35K (percent),Income 35K to 50K (percent),Income 50K to 75K (percent),Income 75K to 100K (percent),Income 100K to 125K (percent),Income 125K to 150K (percent),Income 150K to 200K (percent),Income More than 200K (percent),No High School Diploma (percent),High School Diploma (percent),Some College (percent),Bachelor's Degree (percent),Graduate Degree (percent),White (percent),Black (percent),Indian (percent),Asian (percent),Islander (percent),Other Race (percent),Multiple Races (percent),Hispanic (percent),With Kids (percent),With No Kids (percent),With Kids under 6 years (percent),With Kids between 6-17 years (percent),Purpose HBW (percent),Purpose HBO (percent),Purpose NHB (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),00: All Day (12am-12am),3120,0.140,0.133,0.117,0.178,0.135,0.092,0.061,0.069,0.075,0.093,0.264,0.247,0.226,0.170,0.853,0.041,0.004,0.064,0.000,0.019,0.019,0.060,0.318,0.682,0.128,0.248,0.000,0.167,0.833
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),01: 12am (12am-1am),5,0.087,0.072,0.079,0.160,0.127,0.098,0.046,0.108,0.223,0.052,0.168,0.179,0.394,0.207,0.899,0.036,0.006,0.033,0.000,0.017,0.009,0.011,0.422,0.578,0.132,0.398,0.000,0.337,0.663
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),02: 1am (1am-2am),4,0.218,0.084,0.290,0.163,0.064,0.127,0.034,0.000,0.020,0.094,0.482,0.252,0.076,0.096,0.922,0.000,0.003,0.010,0.000,0.052,0.013,0.005,0.238,0.762,0.034,0.221,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),05: 4am (4am-5am),7,0.106,0.158,0.182,0.106,0.170,0.093,0.106,0.025,0.054,0.011,0.134,0.295,0.357,0.203,0.968,0.014,0.000,0.007,0.000,0.002,0.009,0.018,0.296,0.704,0.066,0.275,0.000,1.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),06: 5am (5am-6am),222,0.153,0.140,0.115,0.183,0.131,0.087,0.063,0.064,0.064,0.082,0.268,0.245,0.232,0.173,0.895,0.042,0.003,0.031,0.000,0.012,0.017,0.041,0.302,0.698,0.115,0.238,0.000,0.325,0.675
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),07: 6am (6am-7am),213,0.143,0.130,0.121,0.163,0.139,0.092,0.074,0.074,0.064,0.101,0.273,0.243,0.217,0.166,0.873,0.041,0.003,0.050,0.000,0.015,0.018,0.049,0.323,0.677,0.123,0.257,0.000,0.143,0.857
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),08: 7am (7am-8am),68,0.143,0.127,0.115,0.182,0.131,0.091,0.072,0.075,0.064,0.097,0.256,0.238,0.249,0.160,0.841,0.039,0.001,0.079,0.000,0.021,0.019,0.064,0.308,0.692,0.129,0.240,0.000,0.122,0.878
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),09: 8am (8am-9am),27,0.132,0.087,0.078,0.186,0.160,0.118,0.068,0.071,0.100,0.066,0.207,0.194,0.272,0.261,0.794,0.073,0.002,0.086,0.000,0.026,0.019,0.064,0.273,0.727,0.120,0.208,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),10: 9am (9am-10am),88,0.139,0.091,0.116,0.152,0.135,0.091,0.060,0.078,0.138,0.075,0.219,0.217,0.253,0.236,0.824,0.082,0.001,0.040,0.000,0.022,0.031,0.071,0.338,0.662,0.122,0.275,0.000,0.110,0.890
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),11: 10am (10am-11am),93,0.139,0.115,0.118,0.165,0.160,0.105,0.063,0.072,0.063,0.078,0.259,0.242,0.213,0.208,0.920,0.027,0.002,0.026,0.000,0.012,0.013,0.045,0.272,0.728,0.107,0.205,0.000,0.036,0.964
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),12: 11am (11am-12noon),482,0.147,0.153,0.111,0.212,0.135,0.094,0.047,0.057,0.044,0.109,0.269,0.257,0.220,0.145,0.842,0.049,0.003,0.062,0.000,0.018,0.026,0.061,0.328,0.672,0.128,0.264,0.000,0.085,0.915
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),224,0.132,0.150,0.124,0.190,0.137,0.087,0.063,0.060,0.057,0.091,0.292,0.265,0.206,0.146,0.901,0.018,0.006,0.045,0.000,0.013,0.017,0.041,0.306,0.694,0.134,0.239,0.000,0.087,0.913
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),246,0.135,0.131,0.121,0.188,0.130,0.100,0.050,0.071,0.074,0.112,0.272,0.233,0.223,0.160,0.821,0.046,0.003,0.081,0.001,0.029,0.019,0.086,0.330,0.670,0.140,0.250,0.000,0.077,0.923
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),255,0.153,0.145,0.139,0.189,0.133,0.081,0.044,0.050,0.066,0.116,0.285,0.233,0.212,0.154,0.772,0.034,0.008,0.135,0.000,0.030,0.021,0.083,0.318,0.682,0.130,0.246,0.000,0.106,0.894
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),276,0.134,0.143,0.122,0.180,0.131,0.088,0.054,0.072,0.076,0.073,0.272,0.269,0.218,0.168,0.920,0.026,0.002,0.027,0.000,0.010,0.015,0.044,0.299,0.701,0.121,0.231,0.000,0.082,0.918
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),283,0.152,0.121,0.111,0.164,0.136,0.090,0.063,0.078,0.085,0.107,0.280,0.245,0.217,0.151,0.843,0.049,0.004,0.060,0.000,0.025,0.019,0.058,0.332,0.668,0.143,0.254,0.000,0.227,0.773
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),163,0.118,0.136,0.103,0.165,0.142,0.114,0.066,0.067,0.089,0.091,0.273,0.263,0.216,0.157,0.822,0.027,0.002,0.106,0.000,0.027,0.016,0.071,0.357,0.643,0.144,0.284,0.000,0.186,0.814
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),173,0.133,0.137,0.101,0.171,0.141,0.093,0.073,0.078,0.073,0.074,0.225,0.235,0.272,0.194,0.840,0.046,0.003,0.075,0.000,0.019,0.017,0.072,0.298,0.702,0.128,0.221,0.000,0.136,0.864
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),125,0.145,0.140,0.110,0.141,0.127,0.089,0.074,0.081,0.093,0.079,0.208,0.263,0.239,0.211,0.825,0.050,0.003,0.082,0.000,0.019,0.021,0.053,0.364,0.636,0.126,0.306,0.000,0.355,0.645
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),133,0.127,0.113,0.116,0.183,0.133,0.098,0.070,0.075,0.085,0.087,0.263,0.263,0.222,0.165,0.856,0.063,0.005,0.041,0.000,0.013,0.022,0.045,0.293,0.707,0.122,0.208,0.000,0.453,0.547
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),22: 9pm (9pm-10pm),9,0.072,0.093,0.082,0.173,0.129,0.097,0.056,0.095,0.203,0.032,0.157,0.175,0.324,0.312,0.895,0.018,0.001,0.052,0.000,0.021,0.013,0.105,0.326,0.674,0.074,0.290,0.000,0.293,0.707
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),23: 10pm (10pm-11pm),19,0.138,0.087,0.073,0.154,0.127,0.078,0.074,0.066,0.203,0.021,0.240,0.198,0.278,0.263,0.763,0.084,0.004,0.086,0.005,0.039,0.019,0.137,0.295,0.705,0.114,0.230,0.000,0.423,0.577
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),24: 11pm (11pm-12am),5,0.048,0.074,0.167,0.248,0.165,0.083,0.039,0.111,0.065,0.025,0.276,0.313,0.196,0.190,0.506,0.375,0.000,0.067,0.001,0.021,0.030,0.039,0.264,0.736,0.094,0.201,0.000,0.410,0.590
